order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
691889,172651,train,18,0,8,10
3400805,173031,train,12,5,1,10
887305,173063,train,4,3,14,30
3405148,173073,train,100,0,13,4
602522,173160,train,9,3,7,11
1581031,173218,train,15,2,16,30
3086907,173252,train,9,6,16,6
2128363,173298,train,4,4,16,30
3082418,173300,train,47,0,8,7
1242337,173427,train,41,6,14,2
3392896,173435,train,37,0,14,2
2884695,173438,train,4,1,15,20
527563,173487,train,11,3,10,24
2162847,173616,train,6,6,11,21
2597557,173618,train,7,3,17,3
1796447,173621,train,6,6,19,8
60770,173668,train,12,3,0,30
2687860,173695,train,4,1,17,22
2414032,173926,train,5,0,17,14
2005809,173942,train,18,2,11,7
2045824,174047,train,11,4,16,20
32079,174083,train,4,5,22,30
1646796,174163,train,44,6,16,21
958879,174170,train,10,3,18,7
1025582,174255,train,9,0,11,30
133700,174261,train,25,1,15,15
3019199,174366,train,37,1,20,3
355325,174407,train,4,1,15,4
2640658,174654,train,19,2,16,15
328367,174678,train,26,6,9,14
830570,174693,train,9,4,21,30
3224289,174741,train,43,1,10,6
387824,174790,train,7,0,15,15
2645274,174907,train,38,3,19,4
2737657,174983,train,16,1,19,19
3091196,175017,train,5,2,18,30
3225613,175095,train,13,5,17,0
3344543,175125,train,35,3,15,12
2717006,175325,train,4,3,14,26
1732317,175352,train,9,0,13,21
1520320,175448,train,14,5,7,30
2470374,175481,train,5,0,15,16
332116,175497,train,4,1,19,1
1515610,175532,train,15,6,18,17
1288792,175762,train,18,4,9,30
64652,175768,train,45,0,13,7
2477566,175872,train,8,0,1,20
3169965,175874,train,32,0,13,7
1394407,175941,train,54,1,11,7
2251577,175970,train,21,0,12,0
778346,176081,train,10,3,19,4
2019625,176128,train,5,6,13,11
3025933,176224,train,4,4,18,30
1575871,176301,train,20,0,17,19
3284043,176314,train,14,6,23,17
86762,176331,train,23,0,13,21
2194412,176385,train,24,0,14,23
2227579,176469,train,100,2,6,2
2722606,176621,train,7,5,11,30
2034768,176697,train,8,5,7,7
1519880,176914,train,5,3,15,22
736884,177039,train,17,1,12,30
2831886,177330,train,10,5,14,11
2226948,177352,train,4,3,15,29
1588260,177473,train,13,5,21,14
174322,177569,train,7,5,14,30
2845055,177689,train,54,0,14,7
2610246,177844,train,14,4,11,9
2408174,177857,train,10,6,21,5
2453447,177928,train,4,5,9,30
1816905,177994,train,12,6,11,20
3325449,177996,train,41,2,20,6
667701,178038,train,22,1,16,7
2701862,178247,train,36,0,17,15
2499597,178354,train,11,5,16,19
612873,178400,train,4,2,12,30
2920800,178402,train,15,3,21,2
1342346,178462,train,10,2,9,30
209542,178502,train,6,6,18,29
2742820,178544,train,8,6,23,30
3217422,178558,train,70,5,16,5
439122,178654,train,8,2,16,28
2024160,178662,train,7,0,14,30
618887,178670,train,16,6,16,8
439063,178830,train,5,0,16,30
3336623,178889,train,52,4,18,4
86977,178892,train,6,0,12,30
2277414,178977,train,24,0,8,14
1156256,178981,train,6,0,13,25
552468,179109,train,25,1,7,16
3281236,179268,train,5,0,13,9
1157020,179294,train,6,6,14,4
50283,179329,train,8,5,17,30
1675113,179520,train,11,1,21,5
3304300,179545,train,22,3,16,9
2823861,179667,train,98,1,6,4
1369416,179738,train,8,1,17,18
3269826,179783,train,30,1,16,9
2854455,179804,train,17,4,15,7
1717836,179895,train,11,6,9,30
2307420,179964,train,37,1,10,23
2940272,180011,train,4,1,13,5
2157344,180110,train,10,0,11,8
2814426,180159,train,11,0,18,8
265095,180172,train,18,6,17,20
66092,180582,train,15,6,10,7
2326901,180716,train,22,5,10,9
3273662,180848,train,4,4,11,30
839600,180849,train,13,2,18,30
181788,180895,train,4,4,18,30
1426364,180902,train,22,3,23,6
1590095,180923,train,6,6,10,30
154100,180942,train,5,4,11,11
1174881,180961,train,26,6,14,2
3379605,180986,train,31,0,10,7
769346,180991,train,7,4,13,30
2459064,181351,train,4,1,19,16
1224655,181424,train,40,5,9,7
1780895,181449,train,27,0,16,14
2023400,181670,train,7,6,21,30
2605634,181758,train,9,1,8,29
34029,181768,train,5,0,17,22
3385849,181918,train,8,5,12,18
3284105,182012,train,4,3,16,30
2670173,182025,train,26,0,10,15
1833607,182074,train,38,5,20,11
2516653,182185,train,14,4,11,30
1729826,182206,train,43,4,17,20
2809955,182312,train,12,3,10,13
1351719,182330,train,13,0,14,21
976238,182383,train,18,4,15,10
2169408,182397,train,34,4,12,13
2755300,182411,train,8,3,13,16
3263391,182447,train,18,2,16,15
1701352,182480,train,15,2,22,0
1249047,182554,train,12,4,16,6
2121633,182657,train,9,3,11,7
2931759,182754,train,16,2,15,12
3403509,182791,train,6,5,12,24
2358926,182933,train,4,6,15,20
1598119,183123,train,8,0,18,21
1659639,183226,train,33,0,13,0
996004,183238,train,11,2,15,30
2405149,183257,train,31,4,16,14
371052,183491,train,21,2,7,14
1456882,183551,train,12,3,11,26
1693644,183755,train,12,4,17,19
413409,183773,train,39,1,13,6
3142996,183826,train,6,2,8,30
497643,183883,train,5,1,18,14
2611670,183968,train,57,1,12,7
553100,183970,train,32,3,8,7
1652549,184341,train,4,0,18,30
1417757,184347,train,12,4,18,25
1885985,184362,train,12,6,21,9
3290255,184487,train,20,6,15,12
1067879,184519,train,8,5,8,23
581950,184542,train,24,3,8,6
1090854,184595,train,11,5,14,30
3204929,184722,train,15,6,20,4
482532,184824,train,9,0,17,30
178648,184850,train,4,0,20,11
2593388,184877,train,18,4,9,11
510142,184895,train,4,4,15,14
1872553,185081,train,10,6,17,28
3115641,185097,train,5,2,10,12
772093,185184,train,8,6,2,22
1656954,185195,train,6,2,19,30
1420902,185215,train,24,4,22,8
2371663,185320,train,6,4,10,23
1694345,185373,train,4,6,10,30
2148337,185385,train,33,0,15,13
234740,185408,train,5,1,8,15
69944,185429,train,13,1,16,30
2201462,185471,train,12,4,0,7
1300897,185673,train,23,5,12,8
3032116,185777,train,18,1,14,22
1666206,185815,train,21,6,15,7
961637,185861,train,15,0,21,30
3130070,185915,train,61,6,8,7
1929781,186026,train,8,1,10,1
1904866,186046,train,12,3,11,30
1133796,186121,train,31,1,9,14
3071827,186387,train,40,6,13,5
2031773,186440,train,29,0,12,7
383501,186447,train,6,3,10,28
1903039,186607,train,7,3,20,14
1919645,186819,train,10,0,14,30
82206,186970,train,49,6,11,7
2968020,186972,train,6,0,10,12
3293533,187031,train,7,0,20,14
3267371,187210,train,37,3,8,8
33771,187305,train,75,3,10,2
26820,187399,train,4,0,13,30
2493945,187401,train,4,1,9,14
119793,187449,train,5,1,15,22
2529112,187697,train,40,6,18,7
2567144,187754,train,47,1,9,5
1135105,187816,train,71,5,14,3
1641144,187823,train,20,2,10,14
1498364,187858,train,6,3,19,30
2832313,187918,train,9,2,21,5
389000,187941,train,7,2,12,30
788243,187953,train,16,0,17,8
2805533,187954,train,6,1,11,30
976276,187994,train,41,2,19,2
1282816,188212,train,50,1,8,13
147575,188243,train,4,1,0,30
913574,188248,train,30,4,19,11
1591,188528,train,31,2,17,6
3269412,188552,train,47,0,8,8
843692,188569,train,5,3,11,21
587301,188755,train,12,5,10,18
3087316,189055,train,21,4,5,11
1736119,189095,train,31,1,11,5
320037,189153,train,11,0,13,6
1933620,189245,train,4,2,18,24
54166,189258,train,29,1,9,7
3414331,189377,train,14,1,14,8
2763085,189413,train,49,6,20,4
1652080,189449,train,23,6,0,29
2758804,189478,train,13,1,16,30
33833,189567,train,16,0,11,7
3041791,189629,train,16,5,23,30
1511653,189825,train,9,1,21,8
2456288,189834,train,28,1,21,11
825312,189864,train,10,1,17,3
962814,189936,train,7,6,8,30
341238,189951,train,12,4,22,13
1426830,190075,train,43,1,19,7
1035591,190098,train,21,0,14,30
1434316,190114,train,5,1,9,28
39970,190147,train,29,0,13,30
1581655,190160,train,6,0,12,8
607445,190224,train,11,3,11,2
1187106,190271,train,7,5,11,30
2590675,190288,train,14,3,9,5
1107154,190365,train,5,2,7,19
3201512,190608,train,13,5,17,30
956190,190664,train,4,0,12,7
1997507,190751,train,11,0,14,11
1870906,190784,train,6,1,18,18
3132216,190853,train,21,1,15,13
16117,190862,train,8,0,18,6
1000685,190917,train,9,5,12,30
699903,190960,train,8,4,9,27
885860,190978,train,10,6,17,13
1941338,191059,train,5,2,14,25
905404,191091,train,6,5,12,30
2040962,191114,train,66,3,15,3
957446,191121,train,4,5,14,19
66324,191193,train,26,1,12,7
600660,191265,train,5,2,15,30
740488,191428,train,17,5,8,7
2434487,191633,train,11,5,11,4
508423,191706,train,20,5,9,30
2197080,191728,train,5,0,22,30
1165962,191879,train,9,6,11,28
1096653,191935,train,19,3,12,11
1490821,192131,train,27,6,15,9
692804,192171,train,41,0,11,7
2962375,192184,train,22,0,20,11
1466079,192185,train,24,5,9,8
1852694,192196,train,5,2,15,30
2385147,192393,train,4,4,19,8
586587,192401,train,6,2,11,30
3252083,192534,train,4,1,8,30
1061358,192542,train,42,6,15,30
2615303,192569,train,7,5,12,30
1858178,192571,train,27,2,17,25
3296107,192679,train,24,6,12,3
809469,192865,train,17,1,1,14
1084025,192998,train,24,5,12,3
2690685,193026,train,8,0,10,5
2542741,193064,train,4,5,10,30
2582855,193185,train,6,6,18,30
1777215,193197,train,16,1,15,2
3106240,193209,train,53,0,18,8
184320,193242,train,7,5,13,28
8595,193299,train,7,1,16,7
3281311,193358,train,5,2,19,16
653825,193362,train,10,6,17,30
105951,193539,train,63,6,15,6
826274,193642,train,42,1,13,4
2343201,193723,train,7,3,16,30
1996464,193973,train,10,6,10,8
13988,194014,train,43,0,20,6
2710428,194016,train,7,6,14,30
512341,194190,train,25,1,12,6
448367,194259,train,6,4,11,1
2849394,194273,train,9,1,9,14
1410661,194386,train,15,0,13,7
2742872,194452,train,53,3,20,8
1157053,194575,train,74,1,9,3
2737043,194777,train,8,1,11,30
3312869,194828,train,21,4,13,14
3035313,194836,train,9,0,17,9
358609,195062,train,19,3,9,13
259488,195191,train,10,5,9,12
2815701,195199,train,8,2,21,28
294026,195277,train,4,0,10,16
1438232,195310,train,8,0,17,9
252754,195342,train,6,2,15,30
349225,195527,train,51,6,13,14
496689,195582,train,47,5,19,12
2390481,195688,train,4,4,15,30
972863,195694,train,6,1,12,30
680662,195792,train,14,0,12,30
778432,195945,train,16,1,12,7
1802119,196072,train,16,5,17,0
942964,196075,train,96,6,18,1
2781178,196079,train,8,3,7,30
3356165,196235,train,5,6,20,16
3061169,196324,train,25,0,21,1
857771,196648,train,5,2,16,30
2671730,196708,train,12,4,12,30
478890,196719,train,20,0,10,8
812794,196723,train,4,0,14,14
2707394,196743,train,7,1,14,10
1081649,196806,train,25,4,8,3
21029,196838,train,13,1,18,4
600985,196945,train,4,2,12,30
104170,196947,train,4,5,20,30
1284756,197047,train,4,0,16,0
1611938,197088,train,18,6,19,7
1575521,197149,train,18,4,18,30
2853413,197170,train,6,6,11,3
2041610,197195,train,5,3,9,11
2480145,197196,train,6,4,12,9
2817917,197220,train,5,2,18,8
746948,197270,train,20,6,16,30
1571780,197325,train,15,1,14,22
2289364,197379,train,8,0,12,7
2859068,197662,train,4,1,20,6
3363401,197682,train,10,2,15,30
1233517,197723,train,24,4,21,9
1703307,197931,train,6,2,21,28
137924,198019,train,24,3,17,9
1917765,198027,train,4,5,14,11
1162372,198146,train,4,0,12,20
2632950,198288,train,16,1,13,17
2802875,198317,train,14,0,10,7
3248279,198494,train,30,2,10,7
3028213,198728,train,9,2,8,30
880091,198743,train,18,0,15,11
1048543,198805,train,16,1,8,14
265952,198856,train,67,1,12,3
790068,198979,train,6,5,14,19
693317,199121,train,7,3,19,15
2711951,199278,train,42,1,14,11
2406004,199457,train,13,6,3,8
3366155,199597,train,53,3,7,5
3314232,199708,train,13,4,2,30
3100214,199717,train,5,0,14,11
1647185,199789,train,24,2,17,30
2263833,199802,train,30,6,20,4
1295948,199871,train,5,0,11,30
1864299,199891,train,4,6,12,28
2018392,200126,train,9,1,23,4
2810696,200143,train,5,5,16,30
2802298,200190,train,22,6,10,12
3021717,200402,train,15,2,15,5
2500057,200523,train,5,0,15,30
1176256,200551,train,8,6,17,11
3344576,200569,train,9,1,10,7
218237,200570,train,11,2,9,14
3196716,200684,train,12,1,17,30
1941618,200689,train,4,2,17,16
1113086,200735,train,8,2,10,22
557003,200780,train,8,6,7,15
2226003,200855,train,7,1,16,20
3248174,200945,train,5,2,13,30
207817,200950,train,8,0,15,19
2254914,200976,train,22,0,7,6
1430612,201095,train,4,2,20,30
1897261,201145,train,4,6,21,30
1071095,201448,train,12,0,11,19
3329665,201501,train,4,3,17,30
724782,201511,train,6,5,19,6
1754998,201628,train,11,5,13,7
1916736,201782,train,14,2,10,6
3073140,201876,train,16,3,16,25
202692,201933,train,9,1,11,2
1653867,201936,train,18,6,7,23
3406478,201955,train,16,0,15,25
2765592,201979,train,5,1,17,30
185195,202051,train,11,0,16,10
2873992,202139,train,10,5,21,12
324993,202217,train,6,1,6,30
1944404,202294,train,6,4,9,10
1430737,202377,train,28,0,14,2
167220,202430,train,96,6,8,4
2898386,202484,train,43,6,8,15
2335762,202557,train,32,1,14,7
1729327,202590,train,8,2,7,7
2522051,202619,train,4,1,17,24
3144415,202620,train,12,6,10,17
3115525,202711,train,4,6,11,23
691500,202776,train,10,1,10,9
1059486,202816,train,5,0,18,30
3295001,203103,train,11,2,11,15
2261834,203128,train,8,6,10,22
114289,203167,train,32,5,10,30
1826309,203204,train,22,0,11,20
1954213,203241,train,28,6,12,30
505607,203488,train,7,1,14,28
727535,203581,train,21,4,23,17
1181750,203663,train,5,6,7,30
362722,203714,train,6,3,8,30
755436,203744,train,7,4,13,18
3344525,203793,train,4,4,14,30
2010652,203825,train,8,6,9,9
1753164,203873,train,11,6,16,17
1507949,203909,train,15,4,23,5
2100415,203927,train,16,5,14,17
2589284,204248,train,5,1,18,11
2458021,204265,train,14,5,15,30
1139025,204299,train,7,4,16,21
1269532,204404,train,6,4,14,9
2707800,204512,train,5,2,15,19
3319516,204513,train,25,0,17,7
2501619,204516,train,5,3,15,30
680616,204699,train,45,2,22,4
2071953,204827,train,10,5,17,5
367338,204894,train,25,3,0,1
2014327,204989,train,7,3,9,28
256922,205008,train,19,0,19,23
1409114,205161,train,4,4,22,16
1207186,205217,train,5,1,17,30
1849458,205274,train,4,6,16,30
3383637,205349,train,8,3,15,23
991621,205404,train,4,6,8,30
18769,205421,train,7,2,15,30
3349430,205647,train,84,3,11,16
3201624,205778,train,10,3,15,0
3284040,205801,train,12,4,16,30
1037363,205963,train,4,4,18,30
36804,206075,train,10,0,11,30
2547202,206101,train,14,6,16,25
2682845,206108,train,14,0,18,27
1611487,206123,train,29,5,12,17
1011957,206164,train,6,2,17,30
3383615,206196,train,5,0,15,30
